Region,Index,Timestamp,SignalValue,Label
1,590,590,-42.898193359375,2
1,591,591,-46.44714355468705,2
1,592,592,20.59289550781295,2
1,593,593,7.5263671875,2
1,594,594,55.235595703125,2
1,595,595,24.25329589843795,2
1,596,596,59.16711425781295,2
1,597,597,25.2421875,2
1,598,598,-3.810180664062955,2
1,599,599,-2.074829101562045,2
1,600,600,-14.38806152343705,2
1,601,601,-21.2861328125,2
1,602,602,-24.676513671875,2
